EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 07-12-2020
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : precipitation amount in 0.1 mm
30-34 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 105238) of GREECE, CHANIA (STAID: 754)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   RR, Q_RR
   754,105238,19590214,  178,    0
   754,105238,19590215,    4,    0
   754,105238,19590216,   22,    0
   754,105238,19590217,    0,    0
   754,105238,19590218,   95,    0
   754,105238,19590219,    2,    0
   754,105238,19590220,    0,    0
   754,105238,19590221,    0,    0
   754,105238,19590222,    0,    0
   754,105238,19590223,   17,    0
   754,105238,19590224,    3,    0
   754,105238,19590225,    0,    0
   754,105238,19590226,    0,    0
   754,105238,19590227,    0,    0
   754,105238,19590228,    0,    0
   754,105238,19590301,    0,    0
   754,105238,19590302,    0,    0
   754,105238,19590303,    0,    0
   754,105238,19590304,    0,    0
   754,105238,19590305,    0,    0
   754,105238,19590306,    0,    0
   754,105238,19590307,    0,    0
   754,105238,19590308,    0,    0
   754,105238,19590309,    0,    0
   754,105238,19590310,    0,    0
   754,105238,19590311,    0,    0
   754,105238,19590312,   25,    0
   754,105238,19590313,    0,    0
   754,105238,19590314,   14,    0
   754,105238,19590315,    9,    0
   754,105238,19590316,  263,    0
   754,105238,19590317,    0,    0
   754,105238,19590318,    0,    0
   754,105238,19590319,    0,    0
   754,105238,19590320,    0,    0
   754,105238,19590321,    0,    0
   754,105238,19590322,    0,    0
   754,105238,19590323,    0,    0
   754,105238,19590324,    0,    0
   754,105238,19590325,    0,    0
   754,105238,19590326,    0,    0
   754,105238,19590327,    0,    0
   754,105238,19590328,    4,    0
   754,105238,19590329,    0,    0
   754,105238,19590330,    0,    0
   754,105238,19590331,    0,    0
   754,105238,19590401,    0,    0
   754,105238,19590402,   54,    0
   754,105238,19590403,  294,    0
   754,105238,19590404,   16,    0
   754,105238,19590405,    0,    0
